# source filename<TAB>Mission filename<TAB>SHA256<TAB>bytes
samhan-glory.skm	(N4) 삼한의 영광.skm	a5e1a9e6ea5e7ec0a4de0647a05c79eb78c68981883da8d28c6f90f08ec1c272	223917
